user_id,test_group,total_ads,most_ads_day,most_ads_hour,converted
1287567,ad,75,Tuesday,17,False
1648698,ad,34,Saturday,18,False
1282705,ad,32,Monday,22,False
1513666,ad,23,Monday,10,False
1159106,ad,3,Monday,16,False
911256,psa,6,Monday,15,False
1021310,ad,18,Monday,16,False
1113700,ad,12,Monday,16,False
1060397,ad,56,Monday,12,False
1582334,ad,24,Tuesday,10,False
1541849,ad,380,Monday,19,True
1207364,ad,27,Wednesday,15,False
1005348,ad,13,Monday,17,False
1423398,ad,131,Monday,16,False
1358421,ad,31,Wednesday,16,False
1163955,ad,14,Friday,13,False
1275550,ad,22,Thursday,21,False
1215711,ad,25,Tuesday,2,False
1534115,ad,106,Sunday,11,False
1207068,ad,98,Friday,8,False
1219595,ad,209,Thursday,17,False
1207111,ad,65,Thursday,11,False
1342187,ad,26,Monday,15,False
1368421,ad,14,Monday,16,False
1058121,ad,49,Monday,21,False
1010845,ad,9,Monday,13,False
1309011,ad,17,Friday,14,False
1600440,ad,13,Saturday,18,False
1555339,ad,6,Monday,16,False
1394321,ad,8,Tuesday,13,False
1273057,ad,32,Monday,16,False
1374717,ad,24,Friday,15,False
1572553,ad,21,Monday,9,False
1154416,ad,97,Monday,19,False
1099314,ad,63,Wednesday,16,False
1117633,ad,23,Monday,22,False
1217443,ad,19,Monday,20,False
1411520,ad,5,Saturday,12,False
1383962,ad,9,Sunday,11,False
1201938,ad,20,Monday,16,False
1564297,ad,10,Saturday,18,False
1606967,ad,42,Monday,14,False
1571802,ad,20,Monday,16,False
1607294,ad,123,Thursday,12,False
1322944,ad,6,Monday,23,False
1435067,ad,47,Tuesday,9,False
1497475,ad,17,Monday,16,False
1298870,ad,38,Monday,10,False
1400741,ad,48,Tuesday,14,False
1318094,ad,10,Monday,18,False
1257260,ad,20,Monday,16,False
1139905,ad,34,Thursday,17,False
1349303,ad,61,Tuesday,13,True
1326428,ad,4,Monday,16,False
1030873,ad,2,Monday,16,False
1638092,ad,39,Friday,15,False
1424694,ad,264,Monday,16,False
1317589,ad,37,Thursday,14,False
1536162,ad,33,Monday,16,False
1324220,ad,27,Monday,16,False
1162177,ad,35,Tuesday,17,False
1406874,ad,8,Tuesday,9,False
1349377,ad,18,Thursday,9,False
1563895,ad,51,Thursday,17,False
1494208,ad,53,Sunday,15,False
1069465,ad,2,Monday,16,False
1269680,ad,39,Tuesday,9,False
1120057,ad,9,Thursday,16,False
1071882,ad,17,Monday,15,False
1629757,ad,4,Monday,16,False
1246804,ad,17,Friday,15,False
1571874,ad,12,Monday,12,False
1399459,ad,18,Thursday,12,False
1626257,ad,75,Monday,22,False
1446540,ad,65,Monday,11,False
1564148,ad,50,Wednesday,10,False
1073213,ad,4,Monday,17,False
1481683,ad,88,Thursday,21,False
1486380,ad,20,Monday,18,False
906817,psa,67,Thursday,13,False
1306554,ad,194,Thursday,15,False
1416008,ad,12,Monday,15,False
1123589,ad,17,Monday,17,False
1135257,ad,5,Monday,16,False
1401336,ad,21,Tuesday,12,False
1505753,ad,100,Saturday,20,False
1072463,ad,79,Monday,19,False
1473071,ad,19,Monday,17,False
1043789,ad,31,Tuesday,10,False
1630107,ad,61,Monday,17,False
1528344,ad,41,Monday,16,False
1197156,ad,5,Monday,16,False
1264150,ad,1,Monday,16,False
1343135,ad,21,Tuesday,14,False
1652046,ad,2,Monday,16,False
1025465,ad,41,Friday,15,False
1301872,ad,92,Tuesday,15,False
1262025,ad,39,Tuesday,13,False
1540298,ad,14,Monday,15,False
1535667,ad,233,Monday,16,False
1079731,ad,81,Wednesday,15,False
1332659,ad,5,Tuesday,15,False
1525490,ad,296,Thursday,17,False
1194417,ad,48,Monday,19,False
1445631,ad,51,Monday,16,False
1526733,ad,41,Monday,21,False
1334605,ad,47,Wednesday,10,False
1248244,ad,22,Saturday,15,False
1075193,ad,5,Monday,16,False
1192864,ad,22,Tuesday,23,True
1548043,ad,58,Tuesday,13,True
1287254,ad,35,Monday,16,False
1035849,ad,30,Wednesday,13,False
1588494,ad,13,Monday,10,False
1524463,ad,5,Monday,16,False
1435210,ad,45,Saturday,9,False
1503030,ad,142,Sunday,15,False
1647517,ad,78,Monday,19,False
1438313,ad,258,Thursday,11,False
1397195,ad,22,Monday,15,False
1418289,ad,334,Monday,19,True
1127426,ad,8,Monday,16,False
918870,psa,198,Sunday,17,False
1074987,ad,35,Monday,10,False
1423524,ad,17,Monday,16,False
1575294,ad,46,Monday,18,False
1407287,ad,77,Monday,13,False
1013013,ad,8,Monday,18,False
1454736,ad,68,Tuesday,13,False
1379378,ad,54,Sunday,23,False
1514762,ad,14,Monday,17,False
1477649,ad,221,Monday,12,False
1513400,ad,30,Saturday,0,False
1306142,ad,24,Tuesday,13,False
1428082,ad,193,Monday,16,False
1186613,ad,6,Monday,16,False
1401843,ad,140,Monday,14,False
1548373,ad,58,Thursday,17,False
1204591,ad,28,Sunday,16,False
1554675,ad,36,Monday,14,False
1310834,ad,70,Tuesday,15,False
1014451,ad,16,Monday,19,False
1175857,ad,77,Saturday,20,False
1241638,ad,49,Monday,16,False
1431753,ad,86,Wednesday,13,False
1376445,ad,9,Monday,18,False
1638667,ad,16,Monday,16,False
1154449,ad,72,Sunday,9,False
1362693,ad,41,Tuesday,22,False
1508892,ad,16,Monday,17,False
1260159,ad,14,Wednesday,10,False
1014282,ad,65,Wednesday,18,False
1351175,ad,4,Monday,16,False
1148688,ad,147,Sunday,12,False
1398573,ad,25,Monday,16,False
1651490,ad,127,Monday,14,False
1063290,ad,3,Monday,21,False
1257069,ad,59,Monday,16,False
1039381,ad,209,Friday,17,False
1559318,ad,13,Monday,18,False
1159167,ad,66,Monday,16,False
1497879,ad,7,Monday,16,False
1640058,ad,53,Sunday,16,False
1275569,ad,141,Thursday,11,False
1280942,ad,67,Monday,16,False
1491034,ad,68,Monday,15,False
1264091,ad,35,Monday,20,False
1427725,ad,47,Monday,16,False
1592856,ad,3,Monday,16,False
1249525,ad,11,Tuesday,0,False
1309332,ad,36,Wednesday,9,False
1349509,ad,407,Monday,15,False
1093444,ad,84,Monday,17,False
1039869,ad,333,Thursday,10,True
1383345,ad,9,Monday,16,False
1444214,ad,433,Monday,19,False
1340778,ad,28,Tuesday,14,False
1133923,ad,23,Saturday,9,False
1197026,ad,14,Monday,14,False
1182372,ad,127,Thursday,17,False
1019570,ad,40,Monday,15,False
1573501,ad,52,Monday,16,False
1445122,ad,363,Saturday,12,False
1081966,ad,119,Sunday,13,False
1579069,ad,33,Tuesday,9,False
1290316,ad,1,Monday,16,False
1255422,ad,46,Friday,10,False
1029161,ad,73,Saturday,21,True
1618147,ad,16,Monday,16,False
1289156,ad,81,Wednesday,16,False
1013123,ad,16,Saturday,16,False
1614427,ad,149,Tuesday,11,False
1549607,ad,55,Monday,16,False
1637983,ad,25,Wednesday,15,False
1398958,ad,95,Tuesday,10,False
1541141,ad,37,Thursday,12,False
1650513,ad,12,Monday,16,False
1183772,ad,147,Friday,20,False
1604798,ad,7,Wednesday,16,False
1589954,ad,109,Monday,15,True
1357342,ad,15,Monday,14,False
1299415,ad,89,Monday,13,False
1296845,ad,4,Monday,16,False
1598990,ad,11,Monday,17,False
1492334,ad,16,Monday,15,False
1640113,ad,37,Monday,11,False
1616001,ad,25,Wednesday,16,False
1113752,ad,39,Friday,16,False
1589331,ad,25,Friday,16,False
1427438,ad,32,Tuesday,11,False
1264147,ad,132,Wednesday,15,False
1300576,ad,42,Monday,17,False
1634964,ad,94,Tuesday,16,False
1012519,ad,40,Thursday,14,False
1638751,ad,11,Sunday,16,False
1399068,ad,14,Tuesday,11,False
1284092,ad,38,Tuesday,12,False
1128031,ad,40,Sunday,8,False
1487297,ad,9,Monday,16,False
1635111,ad,1,Monday,16,False
1562066,ad,13,Thursday,16,False
1584266,ad,23,Tuesday,11,False
1099641,ad,34,Monday,21,False
1254409,ad,41,Tuesday,16,False
1397817,ad,77,Monday,21,False
1280982,ad,38,Tuesday,18,False
1504920,ad,85,Thursday,14,False
1168785,ad,9,Sunday,14,False
1428654,ad,4,Monday,16,False
1030614,ad,103,Saturday,10,False
1635099,ad,21,Monday,16,False
1561570,ad,13,Monday,16,False
1370442,ad,44,Saturday,16,True
1040224,ad,35,Friday,12,False
1559377,ad,11,Tuesday,10,False
1570132,ad,187,Monday,15,True
1102877,ad,38,Wednesday,11,False
1367393,ad,20,Monday,18,False
1475021,ad,55,Monday,19,False
1617059,ad,103,Thursday,21,False
1515379,ad,6,Monday,16,False
1485414,ad,14,Monday,10,False
1033643,ad,13,Monday,16,False
1244818,ad,14,Monday,17,False
1469270,ad,19,Tuesday,15,False
1584226,ad,34,Tuesday,15,False
1342010,ad,30,Friday,16,False
1642950,ad,8,Monday,16,False
1332808,ad,70,Sunday,13,False
1549462,ad,49,Tuesday,15,False
1643589,ad,7,Monday,16,False
1652029,ad,2,Monday,16,False
1558560,ad,31,Monday,22,False
1325456,ad,31,Thursday,21,False
1572815,ad,36,Monday,18,False
1530993,ad,160,Monday,12,False
1519551,ad,96,Monday,17,False
1323133,ad,16,Saturday,14,False
1507419,ad,4,Sunday,19,False
1217936,ad,40,Sunday,18,False
1077293,ad,31,Monday,16,False
1197234,ad,41,Monday,18,False
1281311,ad,17,Monday,17,False
1334197,ad,9,Monday,10,False
1477687,ad,9,Monday,16,False
1351026,ad,4,Monday,19,False
1638141,ad,33,Monday,17,False
1283538,ad,33,Monday,15,False
1580841,ad,64,Tuesday,16,False
1622533,ad,30,Saturday,9,False
1600231,ad,6,Monday,17,False
907437,psa,29,Friday,18,False
1474024,ad,15,Monday,15,False
1030099,ad,11,Monday,16,False
1651629,ad,66,Sunday,21,False
1520366,ad,9,Friday,21,False
1525872,ad,1,Monday,16,False
1296861,ad,89,Sunday,16,False
1580485,ad,10,Monday,16,False
1426893,ad,5,Tuesday,22,False
1573339,ad,14,Tuesday,15,False
1487375,ad,14,Monday,21,False
1639884,ad,60,Saturday,16,False
1550965,ad,25,Monday,12,False
1570991,ad,7,Thursday,13,False
1596624,ad,141,Thursday,10,False
1490546,ad,27,Monday,16,False
1381471,ad,22,Tuesday,16,False
1400390,ad,13,Monday,16,False
1536602,ad,286,Wednesday,11,True
1420252,ad,2,Monday,16,False
1578769,ad,46,Tuesday,11,False
1443658,ad,67,Monday,17,False
1388241,ad,7,Thursday,10,False
1322595,ad,6,Monday,16,False
1268270,ad,28,Monday,20,False
1112638,ad,14,Thursday,21,False
1208795,ad,60,Friday,18,False
1315614,ad,16,Friday,22,False
1143384,ad,1,Monday,16,False
1058527,ad,40,Monday,12,False
1562180,ad,17,Wednesday,8,False
1576065,ad,4,Monday,16,False
1442142,ad,5,Monday,16,False
1334716,ad,11,Monday,16,False
1411602,ad,1,Monday,16,False
1587261,ad,68,Monday,15,False
1249054,ad,45,Tuesday,12,False
1448250,ad,101,Tuesday,18,False
1311003,ad,47,Sunday,14,False
1639175,ad,13,Wednesday,14,False
1633177,ad,64,Tuesday,16,False
1451735,ad,39,Monday,16,False
1015353,ad,18,Sunday,18,False
1592437,ad,72,Friday,11,False
1030846,ad,22,Friday,13,False
1477179,ad,21,Sunday,19,False
1058120,ad,52,Monday,16,False
1334708,ad,2,Monday,16,False
922121,psa,53,Saturday,11,False
1330944,ad,59,Sunday,11,True
1448733,ad,28,Tuesday,15,False
1299600,ad,14,Monday,16,False
1460330,ad,20,Monday,16,False
1507155,ad,2,Monday,16,False
1534477,ad,486,Tuesday,9,False
1330899,ad,16,Monday,18,False
1217701,ad,22,Wednesday,12,False
1651748,ad,10,Monday,14,False
1617889,ad,1,Monday,16,False
1417279,ad,47,Friday,17,False
1249380,ad,14,Monday,16,False
1209860,ad,142,Tuesday,12,False
1547937,ad,27,Thursday,11,False
1165379,ad,255,Sunday,13,False
1428652,ad,1,Monday,16,False
1340280,ad,7,Monday,18,False
1190805,ad,17,Monday,18,False
1281380,ad,31,Friday,23,False
1456016,ad,41,Friday,16,False
1072523,ad,1,Monday,16,False
1401088,ad,120,Tuesday,12,False
917920,psa,36,Wednesday,23,False
1561555,ad,100,Monday,15,False
1302088,ad,2,Monday,13,False
1073790,ad,29,Friday,19,False
1507397,ad,128,Sunday,15,False
1333478,ad,283,Friday,9,False
1187578,ad,2,Monday,15,True
1607596,ad,20,Tuesday,16,False
1248509,ad,13,Tuesday,21,False
1064966,ad,41,Monday,14,True
1520952,ad,105,Friday,15,True
1420148,ad,2,Wednesday,16,False
1532303,ad,12,Tuesday,12,False
1450725,ad,7,Monday,16,False
1255267,ad,132,Wednesday,17,False
1187590,ad,58,Monday,10,False
1558258,ad,19,Monday,16,False
1364825,ad,38,Tuesday,9,False
1367637,ad,32,Monday,17,False
1249084,ad,67,Thursday,16,True
1222358,ad,19,Tuesday,17,False
1476676,ad,152,Thursday,16,False
1477608,ad,27,Thursday,13,False
909570,psa,17,Monday,10,False
1649743,ad,4,Monday,17,False
1485620,ad,39,Tuesday,21,False
1077370,ad,17,Saturday,13,False
1519686,ad,40,Friday,13,False
1186091,ad,12,Monday,16,False
1474386,ad,25,Monday,16,False
1081438,ad,36,Monday,16,False
1306078,ad,6,Friday,15,False
1357045,ad,35,Monday,10,False
1201895,ad,104,Tuesday,17,False
1632248,ad,6,Monday,16,False
1270170,ad,1,Monday,16,False
1266148,ad,30,Friday,18,False
1203211,ad,4,Monday,16,False
1540870,ad,119,Saturday,15,True
1210028,ad,219,Monday,16,False
1039396,ad,34,Tuesday,16,False
1532900,ad,9,Thursday,10,False
1423649,ad,4,Monday,9,False
1634782,ad,8,Monday,16,False
1314738,ad,32,Wednesday,12,False
1482046,ad,24,Tuesday,12,False
1163404,ad,9,Monday,16,False
1362242,ad,75,Sunday,19,False
1622090,ad,73,Thursday,13,False
1257400,ad,8,Sunday,14,False
1276360,ad,1,Monday,16,False
1299980,ad,150,Monday,18,False
1295586,ad,100,Saturday,12,False
1234310,ad,24,Thursday,9,False
1487243,ad,8,Thursday,16,False
1625762,ad,10,Friday,13,False
1405909,ad,150,Tuesday,15,True
1410733,ad,7,Tuesday,9,False
1264146,ad,1,Monday,16,False
1597560,ad,15,Thursday,15,False
1127814,ad,29,Monday,16,False
1219900,ad,31,Monday,16,False
1543111,ad,36,Monday,17,False
1338544,ad,27,Tuesday,14,False
1146875,ad,34,Saturday,13,False
1442357,ad,25,Monday,17,False
1450906,ad,23,Thursday,16,False
907030,psa,31,Friday,12,False
1474629,ad,34,Tuesday,10,False
1570948,ad,292,Monday,12,False
1651284,ad,85,Monday,17,False
1408214,ad,16,Monday,14,False
923412,psa,33,Saturday,14,False
1444130,ad,35,Thursday,15,False
1638331,ad,75,Friday,15,False
1145441,ad,45,Monday,21,True
1612264,ad,162,Friday,11,True
1489925,ad,12,Tuesday,15,False
1419700,ad,9,Monday,20,False
1367939,ad,70,Sunday,22,False
1287152,ad,64,Tuesday,17,False
1070115,ad,26,Wednesday,13,False
906037,psa,425,Friday,10,True
1073289,ad,9,Monday,16,False
1475261,ad,7,Monday,16,False
1396935,ad,44,Saturday,23,True
1262307,ad,4,Monday,16,False
1257985,ad,1,Monday,16,False
1181547,ad,21,Monday,14,False
1622394,ad,7,Monday,16,False
1486092,ad,37,Monday,17,False
1623237,ad,17,Saturday,21,False
1491317,ad,7,Monday,10,False
1090350,ad,18,Monday,21,False
1015985,ad,27,Monday,16,False
1365047,ad,51,Monday,16,False
1598635,ad,52,Monday,11,False
1148112,ad,23,Monday,17,False
1152554,ad,33,Friday,15,False
1527922,ad,16,Monday,17,False
1094628,ad,59,Monday,13,False
1099281,ad,72,Tuesday,16,False
1308475,ad,10,Monday,17,False
1409719,ad,20,Monday,13,False
1558916,ad,58,Sunday,17,False
1273751,ad,77,Tuesday,15,False
1060495,ad,67,Tuesday,18,False
1131288,ad,6,Saturday,18,False
1212055,ad,104,Sunday,17,False
1507195,ad,29,Sunday,14,False
911543,psa,43,Saturday,15,False
1112719,ad,11,Saturday,18,False
1322211,ad,192,Monday,9,False
1257770,ad,1,Monday,16,False
1264152,ad,1,Monday,16,False
1067914,ad,7,Monday,17,False
1278497,ad,64,Wednesday,21,False
1608714,ad,1,Monday,16,False
1569797,ad,27,Wednesday,16,False
1058793,ad,9,Monday,16,False
1548426,ad,83,Monday,14,False
1527961,ad,5,Monday,16,False
1050631,ad,3,Tuesday,11,False
1368422,ad,7,Monday,16,False
1205215,ad,34,Wednesday,9,False
1289829,ad,15,Tuesday,16,False
1355871,ad,51,Tuesday,10,False
1420218,ad,16,Tuesday,20,False
1343104,ad,4,Monday,16,False
1609332,ad,36,Tuesday,16,False
1383588,ad,59,Monday,19,False
1077465,ad,30,Monday,19,False
1030505,ad,43,Sunday,23,False
1113228,ad,1,Monday,16,False
1341965,ad,24,Friday,15,False
1470286,ad,57,Tuesday,14,False
1063198,ad,45,Wednesday,20,False
1574232,ad,21,Sunday,21,False
1338696,ad,23,Saturday,14,False
1491487,ad,60,Wednesday,14,True
923327,psa,143,Friday,14,False
1479216,ad,22,Wednesday,13,False
1641385,ad,33,Thursday,13,False
1500566,ad,2,Monday,16,False
1201121,ad,2,Monday,16,False
1189366,ad,3,Monday,16,False
1015713,ad,83,Saturday,12,False
1161496,ad,10,Thursday,11,False
1542978,ad,19,Friday,12,False
1517419,ad,19,Monday,20,False
1176302,ad,76,Monday,19,True
1616461,ad,13,Sunday,16,False
909959,psa,216,Wednesday,10,False
1299939,ad,70,Sunday,18,False
1274073,ad,30,Monday,11,False
1249541,ad,6,Monday,18,False
1350126,ad,52,Thursday,16,False
1398596,ad,19,Monday,17,False
1402747,ad,1,Monday,16,False
1365571,ad,7,Tuesday,12,False
1308354,ad,31,Tuesday,11,False
1317484,ad,33,Wednesday,17,False
1645872,ad,28,Sunday,18,False
1603944,ad,60,Friday,10,False
1481480,ad,18,Wednesday,16,False
1371627,ad,68,Friday,16,False
1084064,ad,13,Monday,16,False
1309273,ad,22,Wednesday,14,False
1596769,ad,30,Monday,15,False
1057671,ad,22,Sunday,15,False
1227233,ad,22,Saturday,13,False
1507380,ad,17,Tuesday,11,False
1614357,ad,5,Monday,8,False
1069435,ad,12,Monday,16,False
1440997,ad,57,Wednesday,18,False
1122235,ad,63,Thursday,10,False
1424840,ad,6,Tuesday,11,False
1282852,ad,34,Tuesday,13,False
1353999,ad,70,Wednesday,16,False
1614335,ad,45,Tuesday,10,False
1368386,ad,7,Monday,21,False
1234134,ad,2,Monday,16,False
1613734,ad,12,Tuesday,14,False
1554106,ad,30,Monday,17,False
1623494,ad,29,Tuesday,13,False
1366296,ad,43,Tuesday,12,False
1348786,ad,39,Friday,16,False
1345551,ad,27,Sunday,15,False
1032339,ad,10,Monday,18,False
1092631,ad,9,Sunday,11,False
1132680,ad,18,Tuesday,9,False
1151979,ad,11,Tuesday,11,False
1427662,ad,21,Monday,13,False
1535294,ad,30,Tuesday,10,False
1049032,ad,18,Thursday,16,False
1225231,ad,57,Friday,17,False
1520504,ad,1,Monday,16,False
1251911,ad,8,Tuesday,19,False
1223105,ad,44,Monday,18,False
1293509,ad,122,Thursday,14,False
1507449,ad,13,Wednesday,17,False
1528146,ad,4,Monday,16,False
1329001,ad,125,Saturday,21,False
1606431,ad,12,Monday,16,False
1625415,ad,75,Monday,18,False
1598612,ad,84,Monday,17,True
1287539,ad,35,Monday,17,False
1204693,ad,126,Tuesday,16,True
1189735,ad,26,Friday,22,False
1418772,ad,10,Thursday,13,False
1145691,ad,60,Thursday,11,False
1135130,ad,44,Monday,17,False
1462729,ad,55,Thursday,21,False
1070792,ad,52,Tuesday,12,False
1320383,ad,2,Monday,16,False
1422231,ad,6,Thursday,13,False
1630743,ad,18,Monday,17,False
1609433,ad,13,Wednesday,17,False
1262131,ad,22,Monday,17,False
1445519,ad,59,Saturday,18,False
1233657,ad,68,Tuesday,17,False
1502955,ad,32,Monday,20,False
1402272,ad,213,Thursday,11,False
1024505,ad,8,Monday,19,False
1018467,ad,458,Tuesday,19,False
1493451,ad,91,Wednesday,12,False
1519163,ad,70,Monday,21,False
1626112,ad,29,Sunday,14,False
1402538,ad,25,Monday,18,False
1011756,ad,4,Monday,16,False
1601115,ad,166,Tuesday,10,False
1262952,ad,10,Monday,17,False
1178812,ad,14,Thursday,14,False
1616200,ad,30,Friday,10,False
1612825,ad,2,Monday,16,False
1587982,ad,91,Monday,18,False
1557771,ad,212,Saturday,10,False
1354592,ad,71,Monday,12,False
1363106,ad,33,Wednesday,16,False
1431439,ad,72,Thursday,18,False
1635092,ad,6,Monday,17,False
1423434,ad,164,Monday,16,False
1203424,ad,35,Monday,17,False
1486481,ad,125,Wednesday,17,False
1293508,ad,29,Tuesday,11,False
1633591,ad,95,Friday,15,False
1583169,ad,26,Friday,8,False
1385234,ad,5,Monday,0,False
1400279,ad,165,Saturday,17,True
1158560,ad,123,Friday,23,False
1239156,ad,10,Monday,16,True
1496756,ad,85,Saturday,14,False
1220269,ad,114,Tuesday,18,False
1332002,ad,59,Thursday,13,False
1533459,ad,23,Monday,17,False
1118677,ad,83,Thursday,17,False
1039969,ad,11,Monday,17,False
1349053,ad,53,Monday,17,False
1432797,ad,51,Friday,15,False
1528371,ad,5,Monday,17,False
1543816,ad,10,Monday,15,False
1384688,ad,156,Tuesday,10,False
1058455,ad,10,Monday,20,False
1518028,ad,95,Wednesday,18,False
1019375,ad,15,Tuesday,12,False
1606866,ad,24,Tuesday,16,False
1542695,ad,23,Monday,17,False
1115403,ad,177,Wednesday,12,False
1472468,ad,36,Monday,17,False
1175960,ad,29,Thursday,15,False
1347293,ad,43,Monday,12,False
1490436,ad,43,Friday,15,False
1441680,ad,26,Monday,17,False
1615459,ad,59,Thursday,17,False
1152267,ad,14,Wednesday,10,False
1181690,ad,49,Thursday,15,False
1483873,ad,74,Tuesday,17,False
1493148,ad,128,Friday,19,False
1634669,ad,71,Monday,11,True
1091789,ad,49,Monday,17,False
1592481,ad,4,Monday,17,False
1070310,ad,12,Sunday,8,False
1572903,ad,52,Tuesday,11,False
1310724,ad,3,Monday,17,False
1024147,ad,44,Monday,17,False
1608353,ad,126,Saturday,21,False
1269842,ad,7,Monday,17,False
1508327,ad,35,Friday,14,False
1629375,ad,10,Monday,17,False
1512033,ad,4,Tuesday,10,False
1427217,ad,49,Tuesday,12,False
1416954,ad,40,Thursday,18,False
1280484,ad,42,Wednesday,9,False
908505,psa,11,Sunday,16,False
1061392,ad,8,Monday,11,False
1367162,ad,13,Tuesday,15,False
1187302,ad,41,Thursday,17,False
1246597,ad,11,Monday,17,False
1359469,ad,7,Monday,17,False
1397341,ad,12,Monday,17,False
1515174,ad,61,Thursday,15,True
1315342,ad,86,Friday,12,False
1508202,ad,20,Monday,17,False
1500738,ad,3,Monday,17,False
1065539,ad,18,Monday,17,False
1331048,ad,7,Friday,13,False
1176875,ad,29,Sunday,20,False
1520658,ad,15,Monday,20,False
1616405,ad,20,Tuesday,12,False
1629611,ad,16,Wednesday,13,False
1159387,ad,46,Tuesday,10,False
1592192,ad,23,Tuesday,13,False
1267422,ad,92,Tuesday,16,False
1152892,ad,57,Monday,17,False
1575418,ad,84,Tuesday,17,False
1308172,ad,48,Monday,21,False
1648612,ad,37,Sunday,9,False
1367877,ad,9,Monday,17,False
1649602,ad,170,Monday,14,True
1583431,ad,97,Monday,18,False
1246660,ad,55,Monday,20,True
1411603,ad,2,Monday,17,False
1039114,ad,1,Monday,17,False
1328776,ad,15,Monday,20,False
1490249,ad,91,Sunday,14,False
1428531,ad,41,Tuesday,18,False
1332567,ad,5,Saturday,17,False
1269924,ad,48,Tuesday,11,False
906396,psa,15,Thursday,14,False
1375920,ad,12,Monday,17,False
1518659,ad,16,Monday,15,False
1032359,ad,5,Monday,17,False
1491956,ad,23,Monday,12,False
1128391,ad,24,Friday,19,False
1249522,ad,2,Monday,17,False
1428274,ad,31,Tuesday,17,False
1613052,ad,79,Wednesday,22,False
1023089,ad,7,Monday,17,False
1500716,ad,1,Monday,17,False
1014338,ad,15,Friday,15,False
1223451,ad,14,Tuesday,13,False
1358408,ad,17,Saturday,21,False
1420208,ad,3,Monday,17,False
1207307,ad,9,Tuesday,20,False
1293367,ad,88,Monday,15,False
1063474,ad,9,Thursday,17,False
1591837,ad,3,Monday,17,False
1081887,ad,24,Wednesday,12,False
1217227,ad,91,Wednesday,17,False
1015237,ad,4,Monday,17,False
1009482,ad,55,Thursday,18,False
1225386,ad,20,Monday,17,False
1342384,ad,41,Monday,17,False
1375095,ad,75,Friday,15,False
1030806,ad,94,Thursday,15,False
1487474,ad,11,Thursday,10,False
1296704,ad,3,Monday,17,False
1171303,ad,5,Wednesday,11,False
1558966,ad,51,Saturday,17,False
1586800,ad,19,Saturday,13,False
1388865,ad,16,Wednesday,9,False
1354412,ad,19,Thursday,14,False
1106372,ad,102,Friday,15,False
1145571,ad,4,Thursday,21,False
1544221,ad,144,Friday,10,False
1043047,ad,88,Wednesday,15,False
1113915,ad,13,Thursday,10,False
1168752,ad,6,Monday,17,False
1590450,ad,33,Monday,17,False
1402254,ad,147,Thursday,17,False
1237436,ad,86,Thursday,13,False
1347723,ad,55,Friday,9,False
1445455,ad,27,Saturday,19,False
1578527,ad,19,Monday,12,False
1286975,ad,235,Wednesday,15,False
1058563,ad,7,Monday,17,False
1423343,ad,130,Thursday,17,False
1521814,ad,8,Monday,18,False
1595205,ad,13,Tuesday,17,False
1385709,ad,2,Monday,17,False
1439823,ad,130,Thursday,14,False
1290078,ad,20,Monday,18,False
1022658,ad,5,Monday,17,False
1409535,ad,19,Monday,17,False
1464336,ad,71,Monday,17,False
1559160,ad,1,Monday,17,False
1329455,ad,689,Tuesday,12,True
1645713,ad,4,Monday,17,False
1015457,ad,235,Thursday,21,False
1589820,ad,13,Monday,17,False
1333483,ad,53,Tuesday,12,False
1380565,ad,34,Tuesday,13,False
1033562,ad,9,Monday,18,False
1603976,ad,79,Sunday,9,False
1037831,ad,14,Monday,18,False
1202417,ad,15,Monday,17,False
1181147,ad,26,Monday,17,False
1409263,ad,48,Wednesday,23,False
1635058,ad,3,Monday,17,False
1586560,ad,47,Monday,11,False
1597859,ad,2,Monday,17,False
1400173,ad,8,Monday,10,False
1142405,ad,12,Tuesday,9,False
1153563,ad,23,Sunday,10,False
1340214,ad,18,Monday,17,False
1226154,ad,19,Monday,15,False
1127819,ad,33,Monday,17,False
1226977,ad,15,Monday,17,False
917849,psa,14,Friday,17,False
1358897,ad,25,Monday,17,False
1397164,ad,22,Tuesday,10,False
1268210,ad,22,Thursday,15,False
1315612,ad,44,Thursday,12,False
1543886,ad,14,Wednesday,16,False
1122106,ad,3,Monday,17,False
1024307,ad,31,Sunday,2,False
1218525,ad,20,Tuesday,2,False
1264085,ad,29,Monday,17,False
1189669,ad,11,Monday,17,False
1637563,ad,45,Monday,23,False
1280665,ad,182,Sunday,20,True
1500210,ad,35,Thursday,18,False
1643130,ad,57,Thursday,23,False
1634188,ad,3,Saturday,10,False
1496411,ad,16,Monday,18,False
1371318,ad,45,Thursday,14,False
1382340,ad,25,Wednesday,12,False
1343043,ad,35,Tuesday,18,False
1029100,ad,9,Monday,17,False
1205806,ad,9,Wednesday,16,False
1356150,ad,129,Tuesday,17,False
1100833,ad,85,Thursday,20,False
1384371,ad,29,Sunday,8,False
1008918,ad,48,Monday,20,False
1325536,ad,6,Friday,11,False
1448537,ad,252,Sunday,13,True
1160137,ad,50,Saturday,12,False
1616058,ad,183,Tuesday,17,False
1197312,ad,70,Thursday,11,False
1338499,ad,60,Thursday,13,False
1498931,ad,49,Tuesday,10,False
1365096,ad,38,Monday,12,False
1199931,ad,28,Monday,17,False
1649790,ad,120,Tuesday,17,False
1120790,ad,41,Thursday,13,False
1399246,ad,2,Wednesday,19,False
913548,psa,124,Tuesday,12,False
1385713,ad,35,Monday,22,False
